365.000,81.000,79.000,154.000
358.872,73.381,82.707,159.354
360.590,72.293,83.284,164.808
362.190,67.456,82.130,166.323
360.841,68.239,82.177,169.671
362.388,63.391,81.498,169.984
362.682,64.396,80.471,172.422
363.591,62.376,79.946,174.559
364.880,63.785,79.152,173.592
364.846,68.044,78.711,168.701
365.797,71.588,77.972,165.553
365.673,73.468,77.793,162.414
366.145,75.448,78.084,160.628
365.138,76.070,79.052,159.596
366.596,75.863,79.658,158.695
367.710,75.872,80.465,159.563
366.854,74.379,81.395,158.934
367.667,74.469,82.286,159.212
367.890,74.460,84.265,158.201
365.592,74.947,85.209,157.346
368.527,76.891,83.359,151.749
372.317,79.757,80.930,146.451
372.579,81.743,78.345,142.127
373.722,86.383,76.585,139.416
374.401,86.292,74.977,145.276
373.635,86.668,74.683,148.778
369.600,89.717,77.255,149.762
364.296,87.490,79.608,149.989
359.483,88.538,82.276,150.044
354.664,85.139,82.616,149.466
350.268,87.573,83.158,148.457
346.290,82.416,81.691,151.461
344.826,83.706,79.704,152.032
347.995,87.294,76.184,151.365
346.835,93.808,74.461,152.153
342.615,92.604,74.887,156.132
336.389,89.965,77.145,160.202
335.124,88.597,78.509,162.812
333.715,90.128,80.751,163.418
332.829,87.226,83.614,163.958
335.805,89.069,85.750,164.577
338.800,88.952,87.977,165.050
342.252,88.527,89.771,165.403
344.359,93.404,90.463,162.527
340.898,93.771,90.643,161.921
339.818,92.434,92.828,162.413
341.187,97.123,93.185,160.064
345.597,96.536,89.696,158.510
346.113,99.112,87.747,156.594
348.546,96.676,85.271,157.536
346.926,95.130,86.464,159.433
344.132,92.407,88.237,162.010
348.331,86.717,87.872,164.387
348.026,82.167,88.205,171.001
347.406,80.463,89.695,175.822
351.762,81.895,92.691,179.171
352.011,84.276,95.057,180.849
349.189,87.058,98.984,183.062
347.948,87.396,101.361,185.485
348.245,86.956,102.426,185.989
349.317,87.517,103.004,185.898
348.755,86.104,104.280,186.680
351.941,84.791,108.944,186.691
361.243,86.871,110.637,185.011
368.303,88.693,113.642,184.368
373.415,92.018,116.237,186.534
377.025,92.596,115.466,188.811
386.389,96.736,109.893,188.194
386.575,95.352,106.381,187.093
384.564,98.271,104.465,184.760
377.563,96.190,107.778,186.856
378.510,100.408,105.679,188.618
372.872,95.844,103.348,189.566
353.957,93.850,107.246,192.195
346.554,89.058,108.381,196.326
340.085,87.855,107.441,202.067
335.058,88.239,106.344,207.755
324.132,86.319,107.631,217.085
317.118,94.404,107.875,226.179
316.275,106.003,107.916,223.986
311.923,102.790,109.074,224.454
311.858,99.935,112.318,224.827
317.149,97.916,116.177,227.424
321.979,88.629,122.832,230.301
326.564,80.989,129.634,229.284
339.008,71.203,129.766,228.747
348.435,64.720,128.933,227.769
355.789,66.754,128.430,226.809
358.340,71.271,130.116,225.089
372.528,71.829,126.329,223.118
386.891,77.159,123.697,220.887
398.497,83.467,123.178,218.398
407.464,85.752,122.741,213.243
415.692,89.823,119.628,210.413
428.285,91.235,115.263,206.333
437.895,93.138,112.578,202.535
443.381,94.999,110.775,203.089
454.892,91.241,106.086,203.485
465.084,88.858,102.235,202.906
474.491,87.636,99.218,202.472
483.933,85.435,95.710,200.398
491.731,86.745,94.145,196.974
500.408,89.292,92.506,196.353
505.167,91.067,92.381,195.505
507.377,92.681,93.296,193.781
507.492,96.043,93.874,191.305
501.495,95.705,97.105,189.683
499.376,95.314,100.202,189.416
496.846,93.381,102.401,188.470
495.060,94.869,104.249,186.256
492.205,94.849,106.443,186.892
490.798,94.452,107.829,187.411
485.658,96.111,109.650,189.034
483.410,95.637,109.843,188.483
481.483,93.457,110.238,190.828
480.900,87.933,108.909,194.142
479.132,83.589,109.069,199.092
482.191,76.481,107.457,203.520
485.263,73.127,107.304,208.761
493.347,70.495,103.980,212.963
497.897,71.385,99.812,215.258
498.315,73.517,98.657,216.615
498.760,76.423,99.027,216.723
498.566,82.210,99.127,215.753
507.888,89.232,96.143,213.262
507.401,90.378,93.561,213.607
502.605,90.537,92.751,211.304
499.223,97.344,95.798,208.294
495.780,99.627,101.512,207.118
491.558,98.213,106.497,207.991
498.854,98.691,107.121,206.612
494.796,93.389,103.956,213.151
496.373,87.545,98.449,219.456
496.763,81.029,96.126,229.914
481.856,74.856,101.647,238.221
476.664,66.262,107.442,245.119
473.461,63.793,109.484,246.732
466.417,57.941,114.754,254.385
458.920,61.599,117.620,254.889
448.256,66.230,122.939,258.722
447.000,87.515,120.856,257.210
428.682,95.905,126.863,253.451
421.880,116.277,130.994,245.448
428.222,124.239,129.071,238.239
420.443,127.741,132.363,232.917
419.046,123.396,135.227,228.594
427.125,112.876,132.569,230.899
436.210,103.474,130.189,237.315
439.476,95.336,134.571,244.368
443.195,84.708,138.157,253.013
449.640,74.670,140.492,262.414
449.831,67.645,141.696,266.984
454.117,62.559,141.890,267.794
459.717,65.676,140.498,266.180
458.947,71.737,142.449,264.656
470.474,78.391,141.074,263.206
481.613,85.301,137.326,258.422
477.649,86.861,137.155,254.658
488.742,90.504,134.241,253.230
496.615,91.506,129.513,252.318
505.277,88.957,122.694,251.102
513.285,87.604,115.596,249.911
515.648,84.605,111.072,248.118
513.126,81.423,109.112,244.895
521.106,75.766,105.296,240.811
516.439,69.488,102.897,234.234
517.510,67.096,101.648,227.406
518.000,66.645,99.767,219.954
515.718,71.507,98.025,210.796
519.086,79.482,94.302,201.984
519.322,88.106,90.279,193.139
519.060,91.128,85.511,186.230
516.413,93.591,81.849,180.052
516.317,93.316,79.852,175.713
517.523,97.519,79.868,177.670
513.846,96.309,81.138,178.357
510.513,94.938,82.469,177.598
