217	91	122	94
219	91	116	92
217	93	123	89
218	90	116	89
215	90	118	88
209	91	122	86
213	94	120	85
208	96	119	83
206	98	119	83
201	96	121	84
196	100	124	78
199	98	126	81
196	101	121	80
197	102	122	77
197	103	118	79
198	108	120	77
195	114	120	77
197	112	123	80
199	115	117	80
200	114	118	80
200	115	116	80
200	117	119	79
200	119	119	81
200	118	114	81
199	119	115	81
200	125	114	82
204	121	113	80
205	126	111	82
201	124	115	79
200	128	112	82
206	127	110	81
202	128	115	83
202	128	116	84
202	128	117	83
200	130	117	83
205	131	112	83
203	133	112	83
199	135	120	81
203	134	110	84
205	132	109	82
200	134	115	84
201	139	112	81
200	135	116	80
200	138	113	84
198	138	115	78
192	137	116	83
198	143	115	79
195	140	119	81
193	141	115	83
190	140	115	79
189	142	122	82
190	139	115	83
187	138	120	82
189	137	118	87
187	139	118	80
190	139	119	83
188	140	119	82
189	140	121	82
182	137	124	83
185	141	126	77
184	138	124	84
186	139	124	82
187	140	121	82
186	140	124	81
183	136	124	83
186	138	125	84
185	136	124	83
179	136	126	83
177	137	133	82
181	137	128	82
181	136	125	83
179	138	128	83
180	136	131	82
176	139	132	80
178	139	135	80
175	138	133	84
179	140	133	81
179	140	132	82
175	140	135	79
177	141	134	82
180	138	131	82
180	142	138	83
177	140	138	83
182	142	134	86
181	141	136	83
183	144	137	83
178	142	142	84
183	142	138	84
180	141	140	85
183	144	142	85
183	144	140	85
187	144	135	84
189	145	135	86
189	145	138	85
191	144	133	86
193	145	136	84
193	144	135	86
192	144	139	84
194	141	135	88
195	143	134	86
194	142	137	85
187	141	140	86
195	141	141	86
191	141	137	84
194	140	140	87
190	139	141	84
192	138	142	85
193	139	139	86
194	138	138	87
195	137	138	85
193	135	141	86
190	135	138	85
191	131	141	90
193	132	139	84
189	131	141	87
191	131	139	88
189	128	139	85
190	128	136	87
187	127	134	87
190	127	135	89
189	127	134	86
187	128	137	84
187	127	135	86
184	124	133	89
188	128	135	89
185	127	135	86
183	127	134	87
183	128	136	84
184	130	133	84
186	128	134	86
182	129	136	87
185	130	137	84
186	127	135	88
184	128	138	86
185	131	139	85
189	131	133	85
184	130	135	83
191	132	135	84
187	133	130	86
189	132	132	87
188	132	133	83
188	132	134	87
192	131	133	87
189	132	131	85
192	131	136	87
186	131	134	85
189	131	138	85
191	129	136	86
190	131	136	84
191	130	137	85
195	128	132	84
193	131	137	83
195	128	136	85
192	127	137	86
191	128	139	85
191	127	141	84
193	126	138	83
194	126	137	87
196	125	137	87
188	125	138	88
190	126	141	82
193	119	138	90
187	124	141	84
195	124	135	83
195	121	136	87
194	121	130	88
193	119	136	87
198	117	131	90
191	119	133	88
193	119	136	86
193	116	134	89
190	117	136	89
190	115	133	86
192	114	138	88
190	114	132	88
194	114	138	86
191	113	136	87
195	113	136	89
198	110	132	90
197	112	132	88
199	111	132	89
200	109	133	88
199	111	135	88
203	110	134	86
201	109	131	86
204	108	133	86
203	108	129	86
206	106	129	91
204	108	130	90
204	107	128	87
203	110	129	91
205	109	128	88
206	111	129	89
204	111	131	88
206	111	131	91
205	114	128	88
208	113	132	90
205	116	133	86
202	115	131	88
204	116	131	88
205	118	132	89
204	118	132	90
209	120	129	91
206	121	132	93
209	126	128	85
212	122	127	88
211	129	127	87
209	128	129	86
210	127	129	92
213	128	126	92
209	129	130	89
212	129	133	88
212	133	130	89
212	130	130	92
211	131	126	89
208	133	130	89
207	134	132	86
209	132	128	86
206	134	132	90
207	131	134	88
207	134	134	87
206	135	133	88
205	131	130	87
210	132	129	90
206	131	131	91
209	133	134	85
208	131	127	90
213	133	127	91
209	130	129	85
211	133	134	89
210	129	135	90
212	129	130	89
214	128	131	90
215	126	130	94
217	125	132	91
219	129	131	89
222	127	130	89
217	126	138	87
220	125	131	88
221	124	135	90
225	124	132	88
222	123	134	92
222	124	138	87
225	125	135	88
226	124	136	90
227	124	134	86
227	125	136	86
228	123	137	90
231	125	136	84
232	125	135	88
235	122	133	88
234	124	134	89
236	124	135	83
235	125	137	87
240	123	134	89
236	123	134	88
237	122	139	88
238	127	138	84
237	123	141	88
238	127	138	89
236	124	140	89
237	129	141	88
241	124	135	90
238	126	139	89
241	127	140	90
239	128	138	87
238	128	138	85
239	130	138	85
239	127	134	89
242	130	137	88
242	127	133	90
238	128	139	86
242	129	136	90
243	128	137	91
243	127	136	88
239	128	135	90
244	129	136	88
243	128	137	87
237	129	143	88
241	130	139	87
240	130	138	88
239	129	142	87
238	132	139	86
242	131	136	89
238	129	140	90
241	130	141	85
237	130	138	89
241	130	139	87
239	128	140	85
236	130	138	86
239	131	141	86
240	129	142	86
234	132	142	85
240	131	139	84
237	130	138	87
239	130	142	87
240	131	136	85
239	132	137	84
238	132	138	83
241	133	137	85
238	132	141	82
236	133	142	85
239	134	137	84
238	134	140	84
243	133	137	85
243	131	136	91
235	132	138	87
238	133	146	83
238	134	142	85
242	134	141	86
240	135	141	81
239	136	148	84
241	135	141	84
238	136	147	84
242	134	147	87
241	134	142	88
245	135	141	87
244	136	145	86
242	135	143	88
246	137	145	83
246	138	142	83
246	138	145	83
246	137	141	85
251	137	142	85
245	138	141	83
248	137	141	83
252	137	141	83
249	138	141	83
252	139	141	81
251	136	143	86
254	137	142	84
253	137	142	85
256	135	141	84
254	138	139	83
259	139	138	80
255	137	144	84
253	140	136	81
259	138	138	82
252	139	140	82
257	137	137	88
257	137	134	85
256	138	136	86
256	139	136	88
250	140	134	84
252	139	135	85
249	137	137	85
249	137	137	88
243	141	134	82
244	139	139	86
242	138	133	84
241	140	139	83
239	138	138	88
238	139	134	81
237	139	136	83
236	139	135	85
232	138	135	83
231	136	137	86
232	136	135	85
233	135	135	84
231	136	136	84
228	130	136	81
228	131	136	85
224	129	138	86
228	129	136	86
222	125	140	85
223	123	141	83
223	124	132	82
225	119	137	86
223	117	135	82
222	115	136	87
224	111	140	84
223	105	135	88
225	101	137	86
226	95	141	86
225	89	134	85
226	86	137	87
221	86	138	85
226	84	136	84
223	81	136	86
222	80	133	83
217	77	140	84
222	73	133	84
217	74	136	86
216	71	140	82
216	72	137	84
222	73	134	83
218	70	130	81
220	68	133	84
216	65	133	83
217	68	131	86
217	66	131	84
217	69	129	87
217	73	132	82
220	72	129	89
223	68	125	89
219	74	129	86
219	73	128	88
218	73	130	85
215	73	132	90
215	73	129	88
219	70	125	88
216	74	128	87
216	71	126	91
222	74	123	87
218	73	125	90
215	72	124	88
218	75	129	89
218	75	125	91
216	72	123	89
214	74	131	91
213	76	130	85
215	75	127	85
217	77	127	87
217	76	125	86
217	77	129	90
213	77	126	84
220	77	124	88
220	77	129	87
217	75	127	88
223	78	124	87
220	76	126	88
222	77	120	88
220	77	125	87
230	75	116	90
228	77	117	89
226	78	121	86
229	76	114	84
228	75	119	89
229	77	122	89
230	75	121	87
229	72	118	90
232	75	120	86
229	75	118	90
233	72	121	88
236	77	116	90
234	72	115	85
235	74	117	87
233	74	120	88
233	76	118	86
230	74	120	88
238	76	116	88
233	74	117	87
232	74	121	89
232	75	119	88
235	75	115	89
232	74	115	88
235	73	112	88
233	74	116	90
231	76	117	89
236	73	110	86
235	77	112	88
238	74	112	88
239	75	111	89
240	74	109	88
242	73	109	87
238	74	114	89
241	75	108	88
238	74	114	87
239	74	112	89
240	75	113	89
240	74	109	86
239	72	112	92
237	73	109	91
241	73	109	89
238	74	112	90
238	71	109	89
238	73	111	89
240	73	113	90
245	71	106	91
247	78	108	85
246	81	107	88
247	82	107	87
248	82	106	88
248	88	104	85
248	88	103	85
247	90	106	90
248	88	102	88
247	92	102	90
251	90	93	84
242	86	95	88
241	87	97	86
241	87	93	87
243	87	91	87
243	80	92	88
242	87	89	82
240	88	86	83
241	92	86	80
236	89	87	81
238	93	79	80
237	94	77	79
236	94	80	75
236	96	76	73
236	99	73	74
236	97	72	71
237	100	73	74
240	103	70	70
238	99	67	72
236	97	70	73
239	92	70	75
239	91	70	74
238	94	69	74
236	93	71	74
237	94	74	74
236	90	74	75
234	87	73	78
231	82	76	80
234	81	75	79
234	82	74	78
233	79	73	79
233	78	74	78
233	76	74	80
232	76	74	80
234	74	71	81
234	70	72	81
233	72	71	81
230	70	74	80
231	67	74	79
231	68	72	82
232	65	72	80
229	65	72	82
231	63	72	79
230	62	71	82
233	62	71	81
229	62	71	80
229	61	73	81
227	61	71	82
228	60	72	80
226	62	74	78
229	59	71	79
228	59	70	83
228	58	70	81
229	60	70	81
227	59	71	80
229	57	72	79
226	60	71	80
229	58	70	79
228	58	69	82
230	59	70	81
229	58	72	82
228	57	73	84
226	58	73	79
230	61	71	76
228	58	69	80
233	59	68	80
229	58	71	82
232	59	75	77
230	61	73	79
233	57	74	80
231	61	76	77
231	58	75	79
235	59	74	79
231	59	74	80
234	59	75	79
235	61	73	78
236	57	72	82
234	57	73	81
235	56	74	83
238	57	74	80
234	57	76	78
236	58	74	79
236	56	75	81
237	57	76	79
235	58	75	79
238	60	76	77
235	58	76	78
239	58	74	80
237	59	74	80
238	58	73	81
236	60	75	78
239	57	73	80
239	59	71	81
241	61	73	77
239	60	74	79
240	59	70	82
244	62	68	79
241	60	68	82
243	58	68	83
240	60	70	83
244	60	68	80
243	60	69	82
240	61	72	82
244	61	66	80
244	61	67	82
243	60	66	82
242	61	66	81
244	65	65	80
243	62	64	80
240	64	65	79
241	64	66	79
243	67	65	78
240	65	66	78
242	65	65	79
238	67	64	79
242	65	66	81
241	64	63	81
242	67	65	81
242	66	63	80
242	65	65	82
242	66	62	83
240	65	63	84
242	66	66	84
242	67	63	82
240	66	64	83
240	66	61	83
242	65	61	82
241	66	60	83
240	64	64	85
241	67	62	84
241	66	63	84
241	67	61	84
241	68	63	83
238	67	63	85
240	66	63	84
240	66	61	85
241	66	65	85
240	67	64	85
243	68	63	83
240	66	63	86
243	70	62	85
241	67	62	84
240	69	66	85
240	68	63	86
241	68	65	87
240	69	70	88
240	69	66	84
243	70	65	88
242	70	65	87
241	69	66	87
242	71	64	89
244	71	63	87
244	72	63	86
245	72	64	86
244	71	63	86
242	73	64	86
246	74	62	86
244	72	63	87
242	73	64	86
243	73	65	85
245	75	66	86
247	73	61	86
247	75	61	85
249	74	60	86
251	75	58	85
249	74	61	87
249	75	59	88
251	75	58	85
251	76	58	83
250	75	59	84
251	75	57	86
250	75	59	85
250	73	57	85
251	75	57	85
249	72	59	85
248	73	60	83
249	72	60	85
249	71	58	85
249	73	59	83
248	72	60	85
247	74	62	83
249	72	62	82
249	72	62	85
249	73	59	86
250	73	59	85
251	73	60	83
249	73	58	83
252	75	60	83
248	73	60	84
249	73	57	86
249	72	58	86
248	74	58	86
251	72	59	86
251	73	56	87
250	71	59	85
249	70	54	86
253	72	53	84
252	72	53	84
252	73	54	84
250	73	54	83
251	73	57	84
250	72	54	86
249	71	56	86
250	72	53	85
247	70	54	85
250	72	53	84
247	71	52	84
246	72	52	83
248	70	53	83
247	72	49	81
247	71	51	81
245	73	52	84
247	74	53	81
246	75	50	81
247	75	51	84
248	78	48	85
246	83	47	82
245	86	46	80
246	87	48	80
244	90	47	79
242	91	47	76
243	94	47	75
240	95	48	76
241	96	45	77
242	97	46	75
243	99	42	74
239	97	45	75
239	101	44	74
240	103	42	72
238	104	43	68
240	105	39	68
242	105	39	68
238	105	40	66
240	104	40	68
236	106	42	66
238	105	41	67
233	103	43	68
232	104	41	69
230	101	43	69
232	104	42	68
232	103	43	69
231	100	43	70
232	101	45	71
229	102	45	69
231	100	44	70
230	104	43	66
231	102	47	67
230	103	46	67
228	102	47	66
229	101	48	68
229	101	48	68
228	101	49	66
228	102	50	67
229	101	51	66
226	102	51	67
227	102	52	68
227	100	53	66
228	100	51	66
229	100	53	68
228	100	53	66
228	98	54	67
227	98	55	67
227	98	53	68
228	97	55	69
228	98	53	67
227	97	53	67
229	98	53	69
228	99	52	66
228	99	54	65
229	98	52	68
228	98	52	67
229	96	54	67
229	96	52	69
229	95	53	67
229	97	52	69
228	96	53	66
231	95	50	69
229	98	54	66
229	98	52	66
229	96	51	67
231	96	51	67
229	97	50	67
230	96	52	67
233	95	52	67
229	96	55	66
233	97	54	65
232	96	52	66
234	96	53	65
232	95	56	68
232	95	55	66
234	95	56	67
232	96	57	67
234	93	57	68
232	94	58	68
233	96	61	67
231	93	61	69
233	93	61	67
233	95	59	66
234	94	61	67
229	93	63	66
230	93	62	67
229	92	62	66
230	91	64	66
229	91	63	67
226	91	65	65
227	88	64	67
223	87	67	66
225	87	67	66
224	85	67	67
224	82	67	67
222	82	66	67
225	80	68	69
222	79	68	68
223	78	69	68
221	79	68	68
222	79	70	67
221	77	70	67
218	77	71	67
219	74	73	67
220	77	72	66
218	75	73	66
216	73	74	65
219	75	74	65
218	74	73	64
217	74	77	64
216	72	76	65
214	73	78	65
217	73	78	64
215	72	77	66
216	73	77	66
217	73	75	65
217	73	77	65
214	72	77	65
219	73	75	65
216	72	74	65
217	71	74	68
216	70	74	67
215	71	77	67
213	71	75	64
217	70	77	67
214	72	75	67
216	71	73	65
213	72	76	65
218	72	76	65
214	69	75	67
217	71	76	67
214	72	77	65
217	70	77	65
213	71	77	66
217	71	80	64
213	71	80	64
215	72	82	63
214	72	80	63
214	71	81	63
214	71	82	66
214	71	79	64
217	71	79	67
215	71	78	65
217	72	79	63
215	73	82	64
216	70	77	66
214	70	81	65
213	73	82	64
214	70	82	65
215	70	80	65
214	71	80	67
213	69	81	67
210	70	85	67
209	69	83	67
212	68	83	68
208	71	84	67
210	71	84	68
209	70	84	66
206	71	84	66
208	70	87	64
206	72	86	67
203	70	87	66
203	73	89	66
203	73	89	65
202	72	92	65
203	73	89	63
204	73	92	65
202	73	91	64
205	74	92	64
201	76	92	63
202	72	94	64
203	73	92	67
201	73	94	66
200	75	95	65
200	75	94	65
199	74	95	65
200	77	96	62
201	75	92	65
200	75	95	63
197	74	95	64
201	75	94	64
202	73	96	64
199	75	96	62
201	74	96	64
199	74	94	66
202	74	94	66
202	74	92	65
200	74	93	66
199	75	94	64
201	76	95	63
202	77	94	63
201	75	93	65
204	75	92	64
202	75	93	64
202	74	92	65
203	74	93	64
202	74	94	65
202	76	94	64
204	74	91	64
200	74	94	64
204	73	93	65
205	75	93	65
205	73	92	66
205	76	92	63
204	76	93	62
204	76	91	64
205	75	94	65
203	75	96	66
206	76	93	65
205	74	92	65
205	74	91	67
205	76	91	67
204	76	92	67
206	77	91	64
205	78	90	64
206	78	93	63
206	76	91	65
205	79	91	63
207	77	92	64
203	77	91	65
206	78	89	64
206	77	90	65
207	77	89	65
205	77	89	65
204	75	90	65
201	77	91	64
206	78	90	65
206	77	89	65
204	76	91	65
202	80	90	65
204	78	86	64
205	78	86	64
203	82	88	63
202	81	92	62
203	82	88	64
202	83	94	61
202	83	94	62
201	83	90	62
203	81	93	61
204	82	90	64
202	82	90	64
204	82	93	63
206	83	93	63
205	82	91	65
207	84	91	65
206	83	94	62
207	83	95	63
208	84	93	64
207	85	93	61
210	83	92	62
209	85	93	62
209	86	94	61
212	84	94	62
211	85	96	61
212	84	95	62
213	85	94	61
211	85	96	63
214	85	95	62
213	84	95	62
212	86	96	62
213	86	96	61
213	86	96	60
214	87	97	60
212	88	97	59
214	87	98	61
215	86	95	63
212	85	99	61
215	86	97	61
213	85	97	61
215	85	95	62
214	88	96	61
213	87	99	61
214	87	98	59
215	88	98	60
216	88	98	60
213	86	100	62
215	89	98	61
215	88	97	60
217	87	98	62
216	88	97	62
213	89	100	61
214	88	101	62
215	87	100	62
216	88	98	62
215	88	97	61
216	88	100	61
217	88	96	61
216	89	97	61
215	90	100	59
217	88	101	60
217	86	97	64
218	88	96	62
219	88	97	62
219	88	94	62
220	90	95	60
222	89	94	61
219	89	94	61
221	89	94	60
219	88	95	63
221	88	96	61
221	89	95	61
221	89	95	62
222	89	95	62
222	89	96	61
222	88	97	62
225	88	96	62
223	89	97	62
225	88	100	62
224	89	97	61
225	87	98	62
226	87	98	63
226	87	98	64
228	87	99	61
227	87	99	61
229	89	98	61
226	87	99	60
228	89	100	60
227	88	102	59
228	87	100	61
227	87	101	61
229	86	102	61
229	87	100	60
228	87	102	62
230	87	101	60
228	87	102	61
228	86	105	58
229	87	105	60
227	86	105	58
230	86	102	59
228	85	105	60
227	86	109	60
225	84	106	60
227	86	109	60
229	85	108	59
226	85	106	60
228	86	109	60
230	87	103	58
227	87	108	60
228	86	107	60
230	87	102	60
231	86	104	62
230	87	102	61
230	89	101	59
232	89	102	58
231	89	102	59
231	89	99	59
230	88	105	61
230	88	101	60
229	90	105	60
230	92	104	59
228	88	105	62
229	90	103	59
226	89	103	60
229	88	102	62
229	90	101	59
226	88	101	59
229	90	102	59
226	88	104	58
228	90	101	59
228	89	101	58
227	88	102	58
228	89	102	58
229	88	102	59
228	87	99	58
229	88	100	59
229	87	99	60
228	85	99	60
228	87	100	59
227	85	101	62
228	87	101	58
225	84	101	62
228	87	100	60
227	87	98	59
227	86	101	59
227	83	100	61
227	85	102	60
