235.000,143.000,48.000,57.000
234.203,143.832,48.906,57.829
235.656,144.367,48.658,57.101
235.819,145.025,48.927,57.003
235.026,145.233,49.189,56.895
234.671,145.640,49.601,57.611
235.065,145.990,49.261,58.489
236.242,147.017,48.312,58.117
236.439,147.672,48.295,58.100
237.675,148.840,47.761,58.199
237.887,150.021,47.764,58.089
237.100,150.568,48.022,57.824
236.892,149.385,48.749,58.104
237.473,150.418,48.687,58.462
237.566,150.147,48.677,59.098
237.754,150.871,47.916,58.709
238.645,152.047,46.951,59.131
239.391,152.762,46.019,59.678
239.273,153.060,45.349,59.420
238.174,150.584,45.359,61.163
237.074,149.589,45.064,61.930
236.318,150.306,44.842,62.966
234.669,148.914,44.614,63.045
235.326,151.102,43.521,63.298
235.415,151.608,42.864,63.298
236.275,152.610,41.651,62.167
236.256,154.016,41.053,61.700
236.453,155.552,40.379,60.661
236.735,155.082,39.742,60.350
236.228,154.384,39.456,60.382
234.716,154.264,39.099,59.989
233.998,154.213,40.005,61.654
233.015,153.085,40.704,62.855
233.274,152.751,40.735,63.182
232.771,154.131,40.233,63.712
232.027,154.187,39.247,63.446
231.558,155.323,38.193,64.357
230.983,154.304,37.891,65.000
230.714,153.447,38.997,65.958
229.717,152.795,40.718,66.700
228.617,152.878,42.072,66.885
227.508,152.843,42.956,66.899
225.747,152.972,43.943,67.038
225.160,152.880,44.377,67.262
224.254,153.811,43.910,67.344
223.803,154.856,43.953,67.705
223.208,154.333,43.960,68.069
222.607,154.239,43.625,68.987
223.132,154.874,43.945,69.837
222.264,154.091,43.477,70.965
221.311,153.869,43.290,71.508
221.499,155.049,43.882,71.447
220.900,155.677,43.236,71.412
221.144,157.483,43.419,71.077
220.072,159.305,42.581,70.938
220.501,159.939,42.741,70.849
220.072,160.548,42.968,71.294
219.851,160.445,43.085,72.318
219.595,160.301,43.543,73.540
219.543,160.334,44.465,74.736
218.369,161.761,45.521,74.448
218.118,160.579,46.354,74.235
217.422,161.029,46.690,74.204
217.581,162.170,46.960,73.758
217.473,162.817,47.076,73.893
217.860,163.854,47.155,74.087
218.614,163.874,46.959,75.063
218.996,163.926,47.230,76.327
219.974,164.599,47.670,76.554
220.642,163.545,48.052,76.669
221.204,163.941,48.448,76.730
222.186,163.589,48.974,76.820
222.899,163.782,49.077,76.607
223.467,163.752,48.572,76.481
224.025,164.338,48.653,76.539
224.412,164.615,48.326,77.090
225.134,164.689,48.308,77.399
225.083,165.851,48.157,79.505
224.804,164.763,47.465,80.855
225.582,164.679,47.948,81.945
224.944,163.942,48.358,82.415
224.884,163.332,48.979,82.442
224.750,162.697,49.422,82.013
225.533,162.989,49.698,80.681
226.297,163.762,49.741,80.079
226.735,163.620,50.150,79.430
227.338,162.975,51.003,80.023
227.793,163.637,52.161,80.477
227.897,161.670,53.190,81.072
228.314,161.210,53.516,80.983
229.637,159.394,54.331,80.816
229.808,160.094,54.566,79.543
229.842,159.621,55.304,78.836
229.858,158.433,55.436,77.912
230.516,158.505,55.645,76.927
231.635,158.867,55.571,76.887
232.103,158.810,55.802,77.463
232.348,156.295,55.996,78.007
232.344,155.802,56.274,78.968
232.545,153.472,56.561,79.022
232.486,152.410,57.387,78.330
233.038,152.281,57.985,78.213
233.911,151.764,59.004,77.669
234.325,150.390,60.137,76.412
235.175,149.646,61.580,74.985
235.187,151.107,63.406,75.428
235.779,150.551,64.704,76.795
235.599,149.267,66.637,78.240
235.560,148.049,67.407,78.739
236.122,147.743,67.839,79.708
236.799,146.639,68.192,80.007
237.315,145.588,69.613,80.444
237.060,145.023,71.231,80.102
236.709,145.266,72.534,80.021
236.737,144.297,73.221,79.831
237.019,144.575,74.295,79.573
237.006,144.909,74.761,78.979
236.967,145.852,75.287,79.075
236.545,147.792,76.406,79.495
237.249,148.610,76.132,79.602
238.341,148.894,76.281,81.065
238.304,148.681,75.569,82.511
238.650,148.533,74.537,83.110
239.146,148.414,73.650,84.014
239.531,148.394,72.851,83.566
240.220,148.714,72.186,82.907
240.273,149.364,71.476,82.701
239.920,150.564,71.316,82.477
239.061,152.978,71.434,82.648
237.917,154.015,71.522,82.963
238.812,155.488,71.781,84.130
239.695,155.965,71.402,85.012
240.265,155.680,70.729,85.747
