780.000,401.000,101.000,80.000
776.983,401.174,102.832,78.128
775.957,401.354,103.731,77.011
775.273,401.290,104.203,76.388
774.722,401.312,104.388,75.902
774.496,400.820,104.272,75.777
774.319,400.703,104.075,75.634
774.294,400.583,103.928,75.444
774.293,400.927,103.653,75.174
774.399,401.241,103.338,74.682
773.933,401.026,103.358,74.330
773.729,400.915,103.082,74.277
773.720,400.592,102.794,74.406
773.586,400.263,102.766,74.468
773.610,399.909,102.772,74.503
773.411,399.547,102.814,74.486
773.015,399.705,103.171,74.286
772.771,399.462,103.390,74.254
772.759,399.629,103.495,74.186
772.844,399.437,103.661,74.171
772.833,399.382,103.622,74.009
772.698,399.300,103.827,73.961
772.571,398.860,103.806,74.025
772.499,398.472,103.873,74.165
772.640,398.489,103.820,74.071
772.690,398.199,103.505,73.774
772.894,398.017,103.342,73.629
772.835,397.974,103.299,73.416
772.901,397.736,103.135,73.402
772.396,397.649,103.071,73.391
772.165,397.010,102.707,73.515
772.762,396.298,102.598,73.764
772.838,395.549,102.775,74.061
772.544,395.135,102.734,74.280
772.779,394.684,102.686,74.475
772.109,394.563,102.847,74.404
772.163,394.655,103.026,74.558
772.445,394.745,102.976,74.472
771.997,394.576,103.257,74.491
771.838,394.022,103.470,74.680
771.403,394.018,103.619,74.642
771.214,394.155,103.513,74.487
771.425,393.571,103.309,74.493
771.504,393.566,103.022,74.299
771.411,393.657,102.969,74.131
771.088,393.002,103.126,74.329
770.780,392.764,102.930,74.337
770.528,392.966,102.912,74.148
770.926,392.621,102.477,73.847
770.784,392.915,102.194,73.456
771.156,392.716,101.809,73.302
771.414,392.528,101.828,73.377
770.981,392.678,101.909,73.112
771.127,392.416,101.909,73.296
771.306,392.222,101.785,73.458
771.934,392.024,101.713,73.583
772.753,391.980,101.725,73.696
773.627,391.835,101.631,73.798
773.824,391.794,101.746,74.005
774.083,391.747,101.507,74.024
774.193,391.338,101.389,74.033
774.760,391.571,101.579,73.890
775.626,391.718,101.703,73.732
775.994,391.592,101.597,73.834
777.135,390.758,101.866,74.608
778.118,391.076,101.754,74.578
779.335,390.687,102.177,75.136
780.559,389.684,102.182,75.887
781.599,389.197,102.271,76.640
782.843,390.422,101.940,77.366
784.207,393.504,101.718,75.337
785.609,393.453,102.487,74.918
787.061,394.448,102.207,74.526
789.339,394.892,102.445,74.802
790.939,395.170,102.626,74.811
792.728,395.240,102.627,75.311
795.455,395.747,102.232,75.149
797.889,395.788,101.914,75.621
800.902,396.252,101.893,76.039
802.783,397.569,101.972,76.049
805.309,398.288,102.187,75.927
807.857,398.914,102.433,76.197
809.823,399.601,103.253,76.538
812.260,400.216,104.145,76.683
813.817,401.036,104.602,76.514
817.056,401.499,105.461,76.754
819.880,401.928,105.935,76.950
823.077,402.509,106.081,77.017
825.710,403.548,106.364,76.632
826.839,403.914,106.266,76.471
828.545,404.139,106.125,76.431
829.845,404.529,105.421,75.973
833.928,404.827,105.197,75.946
838.675,405.533,104.818,76.033
843.076,406.313,104.433,75.918
847.814,407.902,104.283,76.194
852.626,409.148,104.388,76.313
857.877,411.006,104.423,76.147
863.112,412.233,104.682,76.366
869.440,413.529,104.664,75.930
875.905,415.717,104.242,76.119
882.797,418.070,104.370,76.114
888.315,419.783,104.220,75.953
894.671,422.087,103.899,76.224
901.334,422.406,103.697,75.963
907.666,422.790,102.717,74.894
912.139,423.118,102.093,74.790
916.139,423.503,101.595,74.813
919.858,423.186,101.014,74.550
923.103,422.957,99.817,74.017
925.594,423.710,98.804,73.177
926.232,424.259,98.864,72.629
926.920,424.063,98.234,72.255
925.618,424.031,98.370,71.892
923.551,423.729,98.532,71.268
920.237,423.468,98.871,70.793
916.789,423.716,98.874,70.239
913.531,423.633,98.274,69.569
910.510,423.977,97.425,69.108
906.945,424.069,96.679,68.777
903.411,423.528,95.307,68.186
899.846,423.739,94.100,67.476
